playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_13-17 Mid Range,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_13-17 Mid Range,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Kenyon Martin,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Durant,1.6923076923076923,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6060606060606061,0.9333333333333333,0.8307692307692308,0.8,1.088495575221239,0.8571428571428571,0.0,0.0,1.12,0.0,0.0,0.0,0.0,1.2,1.1111111111111112,1.7777777777777777,2.0,0.0,0.0,0.0,2.0,1.2,1.2727272727272727,1.0,1.894736842105263,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,20.0,28.0,54.0,40.0,123.0,6.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,10.0,16.0,2.0,0.0,0.0,0.0,2.0,6.0,14.0,6.0,36.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Garnett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.9230769230769231,0.46153846153846156,1.032258064516129,1.0084033613445378,0.5,0.0,0.0,0.0,1.2592592592592593,2.0,0.0,0.0,2.0,0.8235294117647058,0.35294117647058826,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,6.0,64.0,120.0,3.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,2.0,14.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Love,1.125,1.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.4444444444444444,0.64,1.1384615384615384,0.72,1.127659574468085,0.0,0.0,0.0,1.1074380165289257,0.4,0.0,0.0,0.0,0.9397590361445783,0.7407407407407407,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.288888888888889,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,28.0,16.0,74.0,126.0,318.0,0.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,78.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Martin,1.5294117647058822,1.2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6153846153846154,0.6976744186046512,0.8421052631578947,0.8391608391608392,1.08,1.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,1.25,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,1.0,1.7777777777777777,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,32.0,30.0,96.0,120.0,162.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Seraphin,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.0,0.3384615384615385,0.5641025641025641,0.7164179104477612,1.04,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,1.6666666666666667,1.372093023255814,1.4761904761904763,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,22.0,22.0,48.0,26.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,10.0,118.0,62.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khris Middleton,1.6666666666666667,1.5,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.7868852459016393,0.6285714285714286,0.88268156424581,0.9361702127659575,1.076086956521739,0.0,0.0,0.0,1.1071428571428572,1.0,0.0,0.0,0.0,1.2,0.875,1.625,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.8,3.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,2.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,48.0,22.0,158.0,176.0,198.0,0.0,0.0,0.0,124.0,2.0,0.0,0.0,0.0,12.0,14.0,26.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.3846153846153846,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5185185185185185,0.7194244604316546,1.0776699029126213,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,14.0,100.0,111.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Klay Thompson,1.617391304347826,0.5,2.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.575,0.7435897435897436,0.6422018348623854,0.6826347305389222,1.0842105263157895,0.75,0.0,0.0,1.0465116279069768,0.0,0.0,0.0,0.0,1.5,0.9473684210526315,1.0476190476190477,0.0,3.0,0.0,0.0,0.0,1.7142857142857142,1.2972972972972974,1.2839506172839505,1.7111111111111112,1.7142857142857142,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,8.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,58.0,70.0,114.0,309.0,3.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,12.0,18.0,22.0,0.0,3.0,0.0,0.0,0.0,12.0,48.0,104.0,231.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobe Bryant,1.75,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6,0.5652173913043478,0.5555555555555556,0.6015037593984962,0.8013698630136987,1.2857142857142856,0.0,0.0,0.7857142857142857,0.5,0.0,0.0,0.0,1.6666666666666667,0.631578947368421,1.037037037037037,0.9230769230769231,0.0,0.0,0.0,1.3333333333333333,2.0,1.6,1.7142857142857142,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,26.0,60.0,80.0,117.0,9.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,20.0,12.0,28.0,12.0,0.0,0.0,0.0,4.0,4.0,24.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosta Koufos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.0256410256410255,0.9230769230769231,0.6363636363636364,0.75,0.0,0.0,0.0,0.0,1.288888888888889,1.0,0.0,0.0,1.3333333333333333,0.8387096774193549,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,40.0,12.0,14.0,12.0,0.0,0.0,0.0,0.0,116.0,2.0,0.0,0.0,4.0,78.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kostas Papanikolaou,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.5957446808510638,0.890625,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,28.0,57.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Humphries,1.7142857142857142,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.375,0.7272727272727273,0.8888888888888888,0.8623853211009175,0.0,0.0,0.0,0.0,0.8055555555555556,0.0,0.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,12.0,16.0,104.0,94.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Anderson,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,1.0,0.42857142857142855,0.47619047619047616,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,2.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.896551724137931,1.0481927710843373,1.417682926829268,1.125,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.2,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,26.0,174.0,465.0,9.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lowry,1.4414414414414414,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6875,0.5,0.7428571428571429,0.72,1.0106382978723403,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.6666666666666666,1.0526315789473684,0.6666666666666666,0.7619047619047619,0.6,0.0,0.0,0.0,0.0,1.25,1.0588235294117647,0.8275862068965517,1.2000000000000002,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,20.0,52.0,108.0,285.0,9.0,0.0,0.0,80.0,4.0,0.0,0.0,2.0,20.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,10.0,18.0,24.0,54.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle OQuinn,1.5555555555555556,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.88,1.0769230769230769,0.4166666666666667,0.9302325581395349,0.6857142857142857,0.0,0.0,0.0,1.4634146341463414,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,22.0,14.0,10.0,40.0,24.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Singler,1.2727272727272727,0.0,2.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.25,0.6666666666666666,0.5,0.7787610619469026,1.1698113207547172,0.0,0.0,0.0,1.0256410256410255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,12.0,14.0,88.0,186.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrie Irving,1.3945945945945946,1.032258064516129,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5737704918032787,0.7213114754098361,0.8142857142857143,0.9115646258503401,1.2253521126760565,0.0,0.0,1.5,0.9640287769784173,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.1428571428571428,0.0,2.0,3.0,0.0,0.0,0.0,0.7272727272727273,1.4074074074074074,1.3333333333333333,1.6,3.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,258.0,32.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,70.0,44.0,114.0,134.0,348.0,0.0,0.0,3.0,134.0,4.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,38.0,16.0,24.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMarcus Aldridge,1.4666666666666666,1.25,2.0,0.0,0.0,0.0,0.0,1.8666666666666667,0.0,1.0,0.6491228070175439,0.8,0.749034749034749,0.8022598870056498,0.972972972972973,0.0,0.0,0.0,1.3194444444444444,0.6,0.0,0.0,1.5,1.178082191780822,1.0746268656716418,0.8604651162790697,0.5,3.0,0.0,0.0,0.0,0.0,1.25,2.0,3.0,0.0,0.0,0.0,1.4933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,74.0,52.0,194.0,284.0,72.0,0.0,0.0,0.0,190.0,6.0,0.0,0.0,6.0,86.0,72.0,74.0,6.0,3.0,0.0,0.0,0.0,0.0,10.0,12.0,3.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Lance Stephenson,1.4444444444444444,1.2727272727272727,1.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4878048780487805,0.5806451612903226,0.7,0.5052631578947369,0.48837209302325585,0.75,0.0,0.0,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.25,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,14.0,6.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,18.0,56.0,48.0,42.0,3.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Thomas,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.5,0.8372093023255814,0.6590909090909091,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.7878787878787878,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,1.2941176470588236,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,36.0,58.0,80.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,4.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Fields,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Langston Galloway,1.0212765957446808,0.3333333333333333,0.0,0.0,0.0,3.0,0.0,1.6,0.0,2.0,0.5625,0.25,0.7555555555555555,0.717948717948718,1.125,0.0,0.0,0.75,0.8679245283018868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,2.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,2.0,18.0,4.0,34.0,84.0,162.0,0.0,0.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,20.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Larry Drew II,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.4,1.0,0.3157894736842105,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Sanders,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.6774193548387097,0.0,2.0,0.26666666666666666,2.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.018181818181818,0.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
